,tanggal,pengguna,tweet,stemming & clean text,sentiment
463,2022-07-02 23:07:26,gerinisk2,memangnya si sudah bantu apa ke rakyat rusia dan punya sumber daya apa untk memaksa menghentikan perang bisa jawab ga ANJING,memang si sudah bantu apa ke rakyat rusia dan punya sumber daya apa untk paksa henti perang bisa jawab ga anjing,Netral
464,2022-07-02 23:07:25,guruseva108,herianto Gak tega pengen sekali nyumpahin makhluk satu ini karena sudah sangat keterlaluan Tidak pernah bercermin pada diri sendiri Hmmm,herianto gak tega ken sekali nyumpahin makhluk satu ini karena sudah sangat terlalu tidak pernah cermin pada diri sendiri hmmm,Netral
465,2022-07-02 23:07:04,abadrana101,Sdh hampir 8 tahun kan memalukannya,sdh hampir 8 tahun kan malu,Netral
466,2022-07-02 23:06:54,Nadianat7,Presiden jokowi menghadiri KTT G7 sebagai negara mitra sekaligus pemegang presidensi G20 IndonesiaSemakinMajuKuat,presiden jokowi hadir ktt g7 bagai negara mitra sekaligus pegang presidensi g20 indonesiasemakinmajukuat,Netral
467,2022-07-02 23:06:50,AgusniSurahman,mujas meudi,mujas meudi,Netral
468,2022-07-02 23:06:47,BeritalinkNews,Istimewanya Perlakuan Putin ke Jokowi dengan Macron Saat Berkunjung ke Kremlin Rusia Tribun Timur,istimewa laku putin ke jokowi dengan macron saat kunjung ke kremlin rusia tribun timur,Netral
469,2022-07-02 23:06:46,cak_an6,Globalisasi kebohongan,globalisasi bohong,Netral
470,2022-07-02 23:06:46,Akun___Receh,Buat para pembencinya Sampai kapanpun Ga bakal bisa menerima kenyataan Itu fakta,buat para benci sampai kapan ga bakal bisa terima nyata itu fakta,Netral
471,2022-07-02 23:06:42,FananieZamri,Lain gambar Lain narasi Yah Seperti sertifikat palsu,lain gambar lain narasi yah seperti sertifikat palsu,Netral
472,2022-07-02 23:06:35,lu_zhank,Puji Tuhan Bapak sudah kembali dari usaha mendamainkan negara yg perang Selamat datang di Tanah Air Pak dmn Rakyatnya berperang melawan harga pangan yg naik sertifikat tanah palsu Oknum keadilan dn msh byk pprangan lain Smoga Bapak bs mnjdi juru slamat,puji tuhan bapak sudah kembali dari usaha mendamainkan negara yg perang selamat datang di tanah air pak dmn rakyat perang lawan harga pangan yg naik sertifikat tanah palsu oknum adil dn msh byk pprangan lain smoga bapak bs mnjdi juru slamat,Netral
473,2022-07-02 23:06:27,kimyuns0,Selama di Jerman Presiden Jokowi menghadiri KTT G7 sebagai negara mitra sekaligus pemegang presidensi G20 IndonesiaSemakinMajuKuat,lama di jerman presiden jokowi hadir ktt g7 bagai negara mitra sekaligus pegang presidensi g20 indonesiasemakinmajukuat,Netral
474,2022-07-02 23:06:12,asfan_warah,Utk bisa jadi jembatan komunikasi antar 2 negara yg sdg bertikai mestinya yg sangat jado komunikasi Maaf kayaknya bag komunikasi ini adalah yg terlemah dr kapasitas presiden skrg Apa iya bisa sampe jd jembatan kalo gitu,utk bisa jadi jembatan komunikasi antar 2 negara yg sdg tika mesti yg sangat jado komunikasi maaf kayak bag komunikasi ini adalah yg lemah dr kapasitas presiden skrg apa iya bisa sampe jd jembatan kalo gitu,Netral
475,2022-07-02 23:06:11,kompascom,Analisis Dino Patti Djalal terkait kunjungan Presiden Joko Widodo ke Ukraina dan Rusia menjadi berita terpopuler pada Sabtu 2 7 2022,analisis dino patti djalal kait kunjung presiden joko widodo ke ukraina dan rusia jadi berita populer pada sabtu 2 7 2022,Netral
476,2022-07-02 23:06:01,Bams44421380,Tp kl anies 2 periode dan berhenti di tengah jalan pd periode ke 2 nya buat nyapres bedanya apa sm jokowi yg kabur nyapres Dan anies blg ga akan meninggalkan tugas smp selesai Jd bgsnya lanjut 2 atau nyapres,tp kl anies 2 periode dan henti di tengah jalan pd periode ke 2 nya buat nyapres beda apa sm jokowi yg kabur nyapres dan anies blg ga akan tinggal tugas smp selesai jd bgsnya lanjut 2 atau nyapres,Netral
477,2022-07-02 23:05:57,1aryaa2,Di tangga pesawat Presiden Jokowi dan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,di tangga pesawat presiden jokowi dan ibu iriana tampak sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
478,2022-07-02 23:05:53,Caba_Roy,t adhi Jokowi bicara ttg eksport Gandum ya Itu kepentingan industri pangan Indonesia Seperti mie dll,t adhi jokowi bicara ttg eksport gandum ya itu penting industri pangan indonesia seperti mie dll,Netral
479,2022-07-02 23:05:44,hmdprajantama,Periode Jokowi mau berakhir mari cek sosok yg ada di DPR dan sosoknya Ketua DPR sekarang Puan jelas motivasinya jadi capres 2024 Bisa jadi kepentingan RKUHP dibuat buat tameng Puan biar ga gampang dikritik seandainya dia jadi presiden,periode jokowi mau akhir mari cek sosok yg ada di dpr dan sosok ketua dpr sekarang puan jelas motivasi jadi capres 2024 bisa jadi penting rkuhp buat buat tameng puan biar ga gampang kritik anda dia jadi presiden,Netral
480,2022-07-02 23:05:43,bangkode72,Berdusta atas dua pihak yg berseteru dgn harapan bisa damai itu sesuai syariat memang Tapiii dia lupa ini zaman teknologi informasi nan canggih semua informasi bs diketahui dgn cepat Harusnya dia bicara 4 mata saja tertutup Baru aman dah,dusta atas dua pihak yg seteru dgn harap bisa damai itu sesuai syariat memang tapiii dia lupa ini zaman teknologi informasi nan canggih semua informasi bs tahu dgn cepat harus dia bicara 4 mata saja tutup baru aman dah,Netral
481,2022-07-02 23:05:31,haratnya,kapan sich berhenti ngibul nyaaaa pakkk,kapan sich henti ngibul nyaaaa pakkk,Netral
482,2022-07-02 23:05:28,Novelis11,TV Lebih kasihan lagi kamu yg malas membaca,tv lebih kasihan lagi kamu yg malas baca,Netral
483,2022-07-02 23:05:19,Tiwiiw7,Selain itu Presiden Jokowi juga melakukan sejumlah pertemuan bilateral IndonesiaSemakinMajuKuat mlajsj,selain itu presiden jokowi juga laku jumlah temu bilateral indonesiasemakinmajukuat mlajsj,Netral
484,2022-07-02 23:05:17,JustbiyuAjah,Coba tanyakan ke berisiknya netijen khusunya kaum kadrun n yamanese Mana yg mereka sebut sebagai antek cina Jokowi Atau anies baswedan Kenapa opini itu terbentuk dan tersebar walopun dikedua belah pihak sama2 ada terlebih lagi amis kita yg waras tau siapa di belakangnya,coba tanya ke berisik netijen khusunya kaum kadrun n yamanese mana yg mereka sebut bagai antek cina jokowi atau anies baswedan kenapa opini itu bentuk dan sebar walopun dua belah pihak sama2 ada lebih lagi amis kita yg waras tau siapa di belakang,Netral
485,2022-07-02 23:05:07,PerempuanPD,Buzzerp harus segera Go International menyerang putin Jgn hy jago kandang aja lu pada,buzzerp harus segera go international serang putin jgn hy jago kandang aja lu pada,Netral
486,2022-07-02 23:05:05,PacarKamu235,Dari Ukraina Presiden Jokowi menuju Moskow Rusia dan bertemu dengan Presiden Vladimir Putin IndonesiaSemakinMajuKuat,dari ukraina presiden jokowi tuju moskow rusia dan temu dengan presiden vladimir putin indonesiasemakinmajukuat,Netral
487,2022-07-02 23:04:58,2buman31,Dalam pertemuan tersebut Presiden Jokowi menyampaikan bahwa kunjungannya ke Ukraina IndonesiaSemakinMajuKuat,dalam temu sebut presiden jokowi sampai bahwa kunjung ke ukraina indonesiasemakinmajukuat,Netral
488,2022-07-02 23:04:43,Dewaarj31235953,Ngapunten pak Masalah pertalite kedah ngagem aplikasi berati niku malah di tujukan kaleh tiyang engkang mampu jg saget ngunakke geh Kados bapk bpk engkang mbuten gadah hp pripun pak Pdahl niku malah langkung berhak ngeh pak Nopo saget pak tumbase titip seng ngertos ngumakke,ngapunten pak masalah pertalite kedah ngagem aplikasi berat niku malah di tuju kaleh tiyang engkang mampu jg saget ngunakke geh kados bapk bpk engkang mbuten gadah hp pripun pak pdahl niku malah langkung hak ngeh pak nopo saget pak tumbase titip seng ngertos ngumakke,Netral
489,2022-07-02 23:04:28,riyutoooo,bohong lagi kebiasaan,bohong lagi biasa,Netral
490,2022-07-02 23:04:22,slikha_toun,Kusut1981 Maaff boleh proses hukum ttep berlaku enak bnget mnt maaf sdh bikin fitna keji om Yg menghina jokowi saja dihukum Yg mengina nabi Muhammad hny ckp minta maaff saja OMG Hukum kok gk adil,kusut1981 maaff boleh proses hukum ttep laku enak bnget mnt maaf sdh bikin fitna keji om yg hina jokowi saja hukum yg ina nabi muhammad hny ckp minta maaff saja omg hukum kok gk adil,Netral
491,2022-07-02 23:04:06,idntimes,Putin pun juga sering tersenyum kepada Jokowi,putin pun juga sering senyum kepada jokowi,Netral
492,2022-07-02 23:04:02,NuryaniAmy,Bener ya mak drpd yg sekarang presisa presisi tp gak ada hasilnya,bener ya mak drpd yg sekarang presisa presisi tp gak ada hasil,Netral
493,2022-07-02 23:03:52,_The_one_and_,Jleb nampol ke muke dy nangis dipojokn tabloo sekali,jleb nampol ke muke dy nang dipojokn tabloo sekali,Netral
494,2022-07-02 23:03:52,AlfiahIbu,Smga usaha baik di Ridhoi ilahy,smga usaha baik di ridhoi ilahy,Netral
495,2022-07-02 23:03:45,drakulli,keberpihakan indonesia thd palestina itu sdh jelas sampe hari ini juga tetap sama hubungan historis palestina rusia ke indonesia juga sama jaman kemerdekaan keputusan presiden untuk datang sdh sesuai amanat pembukaan UUD trus masalahnya apa,pihak indonesia thd palestina itu sdh jelas sampe hari ini juga tetap sama hubung historis palestina rusia ke indonesia juga sama jaman merdeka putus presiden untuk datang sdh sesuai amanat buka uud trus masalah apa,Netral
496,2022-07-02 23:03:38,DaviAndromeda2,Zelensky mantan Pelawak komedi VS jokowi kang janji manis madu,zelensky mantan lawak komedi vs jokowi kang janji manis madu,Netral
497,2022-07-02 23:03:35,haerurohim,Belum berhasil mendamaikan,belum hasil damai,Netral
498,2022-07-02 23:03:35,Nurchan93995658,89 Pembohong kelas internasional,89 bohong kelas internasional,Netral
499,2022-07-02 23:03:30,ManusiaPinggirn,Berarti Jokowi begitu dong,arti jokowi begitu dong,Netral
500,2022-07-02 23:03:25,CaveMan191919,PRANK STANDAR tuh namanya juga PRANKSIDEN,prank standar tuh nama juga pranksiden,Netral
501,2022-07-02 23:02:55,kangjuhe,Lah ini apa pak Ukraina Bantah Zelensky Titip Pesan ke Jokowi untuk Putin Klik untuk baca,lah ini apa pak ukraina bantah zelensky titip pesan ke jokowi untuk putin klik untuk baca,Netral
502,2022-07-02 23:02:51,LambeyNyengir,Tidak berpengaruh,tidak pengaruh,Netral
503,2022-07-02 23:02:45,chachaajja123,Presiden Jokowi menyatakan kesiapannya menjadi jembatan komunikasi antara Rusia dengan Ukraina IndonesiaSemakinMajuKuat,presiden jokowi nyata kesiap jadi jembatan komunikasi antara rusia dengan ukraina indonesiasemakinmajukuat,Netral
504,2022-07-02 23:02:44,bakanosan,Go internasional Pranknya,go internasional pranknya,Netral
505,2022-07-02 23:02:43,MasfarGazali,Ukraina Bantah Zelensky Titip Pesan ke Jokowi untuk Putin Klik untuk baca,ukraina bantah zelensky titip pesan ke jokowi untuk putin klik untuk baca,Netral
506,2022-07-02 23:02:41,1_bawang,Di tangga pesawat Presiden Jokowi dan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat Bangkit,di tangga pesawat presiden jokowi dan ibu iriana tampak sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat bangkit,Netral
507,2022-07-02 23:02:41,PabloHerlambang,Cukup Cebong Orang Dungu yg Kau Tipu,cukup cebong orang dungu yg kau tipu,Netral
508,2022-07-02 23:02:35,gg_nawan,Dari Ukraina Presiden Jokowi menuju Moskow Rusia dan bertemu dengan Presiden Vladimir Putin IndonesiaSemakinMajuKuat,dari ukraina presiden jokowi tuju moskow rusia dan temu dengan presiden vladimir putin indonesiasemakinmajukuat,Netral
509,2022-07-02 23:02:34,judysmiw,Di tangga pesawat Presiden Jokowi dan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,di tangga pesawat presiden jokowi dan ibu iriana tampak sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
510,2022-07-02 23:02:31,AnimismeL,Sejak Jaman Jokowi koruptor tidak bisa bergerak alhasil negara bisa mencapai pendapatan tinggi si tengah tahun Akibatnya buzzer2 koruptor semakin kencang teriak2 karena tuannya semakin terjepit keuangannya,sejak jaman jokowi koruptor tidak bisa gerak alhasil negara bisa capai dapat tinggi si tengah tahun akibat buzzer2 koruptor makin kencang teriak2 karena tuan makin jepit uang,Netral
511,2022-07-02 23:02:19,Sopii056,Presiden Jokowi dan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
512,2022-07-02 23:02:17,12_kopi,Selama di Jerman Presiden Jokowi menghadiri KTT G7 sebagai negara mitra sekaligus pemegang presidensi G20 IndonesiaSemakinMajuKuat Semangat45,lama di jerman presiden jokowi hadir ktt g7 bagai negara mitra sekaligus pegang presidensi g20 indonesiasemakinmajukuat semangat45,Netral
513,2022-07-02 23:02:03,ANDINI_MAHARAN1,RAKYAT DI TIPU DENGAN BAGI BAGI SERTIPIKAT TANAH PALSU ayo tegakkan hukum di negri ini adili orang yg bagi2x sertipikat tanah palsu itu langsung kpd rakyat ayo Boong laporkan,rakyat di tipu dengan bagi bagi sertipikat tanah palsu ayo tegak hukum di negri ini adil orang yg bagi2x sertipikat tanah palsu itu langsung kpd rakyat ayo boong lapor,Netral
514,2022-07-02 23:02:00,Ayucantika45,Presiden Jokowi dan Ibu Iriana meninjau reruntuhan gedung terdampak perang di Kota Irpin IndonesiaSemakinMajuKuat Semakinmaju,presiden jokowi dan ibu iriana tinjau runtuh gedung dampak perang di kota irpin indonesiasemakinmajukuat semakinmaju,Netral
515,2022-07-02 23:02:00,Ojek17Bang,Di tangga pesawat Presiden Jokowi dan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,di tangga pesawat presiden jokowi dan ibu iriana tampak sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
516,2022-07-02 23:01:57,Deddyash1,Saffira Polri Bukan palsu tp sertifikat aspal dikeluarkan olh neg resmi sesuai prosedur hukum yg berlaku tp palsu karena objek tanahnya bodong Ky ijazah Aspal dapat beli dikeluarkan Resmi tapi tdk kuliah hukum dan demokrasi kita jg aspal pemilu hsl oligarki bandit politik transaksional,saffira polri bukan palsu tp sertifikat aspal keluar olh neg resmi sesuai prosedur hukum yg laku tp palsu karena objek tanah bodong ky ijazah aspal dapat beli keluar resmi tapi tdk kuliah hukum dan demokrasi kita jg aspal milu hsl oligarki bandit politik transaksional,Netral
517,2022-07-02 23:01:47,niko12_7,presiden Jokowi tiba di tanah air usai lawatan ke empat negara IndonesiaSemakinMajuKuat,presiden jokowi tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
518,2022-07-02 23:01:44,DEBUNEGERI,Sayangnya kenapa tuh badut masih di beri kesempatan Coba selesaikan saat itu mungkin lain cerita Berita suka cita gemuruh di Indonesia,sayang kenapa tuh badut masih di beri sempat coba selesai saat itu mungkin lain cerita berita suka cita gemuruh di indonesia,Netral
519,2022-07-02 23:01:40,2020Dinar,Lawatan perdamaian presiden Jokowi ke Ukraina dan Rusia menuai banyak apresiasi dari dunia internasional IndonesiaSemakinMajuKuat,lawat damai presiden jokowi ke ukraina dan rusia tuai banyak apresiasi dari dunia internasional indonesiasemakinmajukuat,Netral
520,2022-07-02 23:01:34,tinaklin,Selain itu Presiden Jokowi juga melakukan sejumlah pertemuan bilateral IndonesiaSemakinMajuKuat,selain itu presiden jokowi juga laku jumlah temu bilateral indonesiasemakinmajukuat,Netral
521,2022-07-02 23:01:33,Caba_Roy,Ga pa2 pak Didu itu Bohong anti khilafah,ga pa2 pak didu itu bohong anti khilafah,Netral
522,2022-07-02 23:01:32,doyi4787,Tak hanya itu juga Pak Jokowi juga melakukan sejumlah pertemuan bilateral IndonesiaSemakinMajuKuat,tak hanya itu juga pak jokowi juga laku jumlah temu bilateral indonesiasemakinmajukuat,Netral
523,2022-07-02 23:01:31,n06038742,Dalam pertemuan tersebut Presiden Jokowi menyampaikan bahwa kunjungannya ke Ukraina IndonesiaSemakinMajuKuat,dalam temu sebut presiden jokowi sampai bahwa kunjung ke ukraina indonesiasemakinmajukuat,Netral
524,2022-07-02 23:01:25,Elga_dhika,Presiden Jokowi juga melakukan pertemuan dengan Presiden PEA IndonesiaSemakinMajuKuat,presiden jokowi juga laku temu dengan presiden pea indonesiasemakinmajukuat,Netral
525,2022-07-02 23:01:23,IndonesiaKadrun,Dasar memang Ulama panutannya yang ngajarin bunuh bom penggal ky yg terjadi di negara2 Timur Tengah yg selalu perang gak ada habisnya,dasar memang ulama panutan yang ngajarin bunuh bom penggal ky yg jadi di negara2 timur tengah yg selalu perang gak ada habis,Netral
526,2022-07-02 23:01:16,SusyRama2021,Akibat knflik Ukraina amp Rusia ttu sj brdmpak pd Prekonomian Dunia kestabilan hrg2 pgan tdk bsa trkendali baik krn trhambatnya eksport import ke amp dr kedua Ngr trsbt imbasnya byk hrg2 pgan maik khususnya bgi Ngr2 yg mliki hubungan bilateral ekonomi Bknkah pnting jg bahas itu Bp Dino,akibat knflik ukraina amp rusia ttu sj brdmpak pd prekonomian dunia stabil hrg2 pgan tdk bsa trkendali baik krn trhambatnya eksport import ke amp dr dua ngr trsbt imbas byk hrg2 pgan maik khusus bgi ngr2 yg mliki hubung bilateral ekonomi bknkah pnting jg bahas itu bp dino,Netral
527,2022-07-02 23:01:13,imawaticeria,Halu tingkat tinggi,halu tingkat tinggi,Netral
528,2022-07-02 23:01:12,reshaniakbar,Presiden Jokowi dan Ibu Iriana disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
529,2022-07-02 23:01:03,maskarameybelin,Di tangga pesawat Presiden Jokowi dan juga bersama dengan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,di tangga pesawat presiden jokowi dan juga sama dengan ibu iriana tampak sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
530,2022-07-02 23:00:58,anjannjani,Dan Selama di Jerman Presiden Jokowi menghadiri KTT G7 sebagai negara mitra sekaligus pemegang presidensi G20 IndonesiaSemakinMajuKuat,dan lama di jerman presiden jokowi hadir ktt g7 bagai negara mitra sekaligus pegang presidensi g20 indonesiasemakinmajukuat,Netral
531,2022-07-02 23:00:57,wahyu4k,Presiden Jokowi dan Ibu Iriana meninjau reruntuhan gedung terdampak perang di Kota Irpin IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tinjau runtuh gedung dampak perang di kota irpin indonesiasemakinmajukuat,Netral
532,2022-07-02 23:00:52,tepungbumbuser1,Presiden Jokowi melakukan pertemuan dengan presiden persatuan Emirat Arab IndonesiaSemakinMajuKuat,presiden jokowi laku temu dengan presiden satu emirat arab indonesiasemakinmajukuat,Netral
533,2022-07-02 23:00:51,cintakamu33,Presiden Jokowi dan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
534,2022-07-02 23:00:49,SamsiyahSerang,Presiden Jokowi dan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
535,2022-07-02 23:00:49,andnadinee,Presiden Jokowi adalah satu satunya kepala negara yang ajak first ladt ke Ukraina dan Rusia IndonesiaSemakinMajuKuat,presiden jokowi adalah satu satu kepala negara yang ajak first ladt ke ukraina dan rusia indonesiasemakinmajukuat,Positif
536,2022-07-02 23:00:48,FajarWaktu,bsd Ebong salah posting kali bro,bsd ebong salah posting kali bro,Netral
537,2022-07-02 23:00:45,maryanti_oemar,Aku ikut ema setuju,aku ikut ema tuju,Netral
538,2022-07-02 23:00:44,Adityaryuka,Dalam hal ini Presiden Jokowi juga melakukan sejumlah pertemuan bilateral IndonesiaSemakinMajuKuat,dalam hal ini presiden jokowi juga laku jumlah temu bilateral indonesiasemakinmajukuat,Netral
539,2022-07-02 23:00:42,Muhamma76993326,Yuk jelajahi Desa wisata Nusantara DesaWisataNusantara sus77bkl p3mdbkl sajah,yuk jelajah desa wisata nusantara desawisatanusantara sus77bkl p3mdbkl sajah,Netral
540,2022-07-02 23:00:40,Kris4488081813,Presiden Jokowi juga melakukan pertemuan dengan Presiden PEA IndonesiaSemakinMajuKuat,presiden jokowi juga laku temu dengan presiden pea indonesiasemakinmajukuat,Netral
541,2022-07-02 23:00:38,AFIQAH2013,Selain itu Presiden Jokowi juga melakukan sejumlah pertemuan bilateral IndonesiaSemakinMajuKuat,selain itu presiden jokowi juga laku jumlah temu bilateral indonesiasemakinmajukuat,Netral
542,2022-07-02 23:00:38,Kamuaku24801191,Pada di tangga pesawat Presiden Jokowi dan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,pada di tangga pesawat presiden jokowi dan ibu iriana tampak sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
543,2022-07-02 23:00:36,Jessica11549116,Dari Ukraina Presiden Jokowi menuju Moskow Rusia dan bertemu dengan Presiden Vladimir Putin IndonesiaSemakinMajuKuat,dari ukraina presiden jokowi tuju moskow rusia dan temu dengan presiden vladimir putin indonesiasemakinmajukuat,Netral
544,2022-07-02 23:00:34,HasidinHul,Mantap sekali presiden jokowi satu satunya kepala negara ajak First lady ke Ukraina dan rusia IndonesiaSemakinMajuKuat,mantap sekali presiden jokowi satu satu kepala negara ajak first lady ke ukraina dan rusia indonesiasemakinmajukuat,Positif
545,2022-07-02 23:00:32,maju_ahmad,Jokowi Dikerjain putin Tp buzzer sdh selebrasi puja puji setinggi langit,jokowi dikerjain putin tp buzzer sdh selebrasi puja puji setinggi langit,Netral
546,2022-07-02 23:00:29,Angga6956097608,Presiden Jokowi kemudian melakukan pertemuan bilateral dengan Presiden Ukraina Volodymyr Zelenskyy di Istana Maryinsky Kyiv IndonesiaSemakinMajuKuat,presiden jokowi kemudian laku temu bilateral dengan presiden ukraina volodymyr zelenskyy di istana maryinsky kyiv indonesiasemakinmajukuat,Netral
547,2022-07-02 23:00:27,hendridaok2000,Update berita prank mendunia belum,update berita prank dunia belum,Netral
548,2022-07-02 23:00:27,mario_nggara,Kepala Negara RI dan ibu Iriana beserta dengan para rombongannua tiba di tanah air usai lawatan ke empat negara IndonesiaSemakinMajuKuat,kepala negara ri dan ibu iriana serta dengan para rombongannua tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
549,2022-07-02 23:00:24,yanto05369353,Presiden Jokowi juga melakukan pertemuan dengan Presiden PEA di istana al shatie IndonesiaSemakinMajuKuat,presiden jokowi juga laku temu dengan presiden pea di istana al shatie indonesiasemakinmajukuat,Netral
550,2022-07-02 23:00:22,Akusiapaqq_,Presiden Jokowi dan juga bersama dengan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara IndonesiaSemakinMajuKuat,presiden jokowi dan juga sama dengan ibu iriana tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
551,2022-07-02 23:00:21,Daivaryu,Presiden Jokowi dan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin dan Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tampak sambut oleh wakil presiden ma ruf amin dan ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
552,2022-07-02 23:00:21,RafliEka20,Presiden Jokowi dan Ibu Iriana telah Tiba di Tanah Air Usai Lawatan ke Empat Negara IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana telah tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
553,2022-07-02 23:00:20,Angkers14,Masyarakat dunia Internasional juga mengapresiasi Jokowi atas misi perdamaian dengan berusaha menjembatani kedua negara IndonesiaSemakinMajuKuat,masyarakat dunia internasional juga apresiasi jokowi atas misi damai dengan usaha jembatan dua negara indonesiasemakinmajukuat,Netral
554,2022-07-02 23:00:20,RustamLatifKha1,Kalau ini benar wah super hebat Jokowi menjembatani komonikasi antar dua negara ini setau gua komonikasi Bahasa Internasional dia belepotan tp ga tau juga kalau sekarang,kalau ini benar wah super hebat jokowi jembatan komonikasi antar dua negara ini tau gua komonikasi bahasa internasional dia belepotan tp ga tau juga kalau sekarang,Positif
555,2022-07-02 23:00:17,MilitoFk,Ngibulnya go internasional luar biasa,ngibulnya go internasional luar biasa,Netral
556,2022-07-02 23:00:17,Indrayani741,Presiden Jokowi dan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
557,2022-07-02 23:00:16,Minietweets_,Sejarah selalu berulang Bung Karno dg jargon GANYANG MALAYSIA sbg tindakan tegas thdp Malaysia yg menjadi proxy barat utk kawasan regional Jokowi dg jargon KITA BIKIN RAME utk ancaman kedaulatan RI di laut Natuna Utara,sejarah selalu ulang bung karno dg jargon ganyang malaysia sbg tindak tegas thdp malaysia yg jadi proxy barat utk kawasan regional jokowi dg jargon kita bikin rame utk ancam daulat ri di laut natuna utara,Netral
558,2022-07-02 23:00:11,Feniranisa,Presiden Jokowi dan Ibu Iriana telah Tiba di Tanah Air Usai Lawatan 4 Negara IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana telah tiba di tanah air usai lawat 4 negara indonesiasemakinmajukuat,Netral
559,2022-07-02 23:00:10,tanamtanamubii2,Presiden Jokowi tiba di tanah air usai lawatan ke empat negara IndonesiaSemakinMajuKuat,presiden jokowi tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat,Netral
560,2022-07-02 23:00:06,NetizenBerisik,tolong yg jadi admin ini diganti karena terlalu sering buat blunder setiap cuitan,tolong yg jadi admin ini ganti karena terlalu sering buat blunder tiap cuit,Netral
561,2022-07-02 23:00:06,andialif0002,Di tangga pesawat Presiden Jokowi dan Ibu Iriana tampak disambut oleh Wakil Presiden Ma ruf Amin beserta Ibu Wury Ma ruf Amin IndonesiaSemakinMajuKuat,di tangga pesawat presiden jokowi dan ibu iriana tampak sambut oleh wakil presiden ma ruf amin serta ibu wury ma ruf amin indonesiasemakinmajukuat,Netral
562,2022-07-02 23:00:02,Jenanggula1,Presiden Jokowi dan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara Salut sama pak Jokowi IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tiba di tanah air usai lawat ke empat negara salut sama pak jokowi indonesiasemakinmajukuat,Netral
563,2022-07-02 23:00:01,gurzodlajipub,Presiden Jokowi dan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara IndonesiaSemakinMajuKuat bfkglhp,presiden jokowi dan ibu iriana tiba di tanah air usai lawat ke empat negara indonesiasemakinmajukuat bfkglhp,Netral
